21,21,32,32,1,16,1,1,0,0,0,0
"ÉåÉCÉÑÅ[0","..\MapChip.jpg",1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

